home_club_name,away_club_name,game_id,date,season,home_club_id,away_club_id,home_club_position,away_club_position,results,Difference value home et away,Ratio value home par away,home_team_value,away_team_value,LOG Ratio value home par away,difference classement,winrate_home 1 ans,winrate_away 1 ans,difference winrate home-away 1 ans,winrate_home 2 ans,winrate_away 2 ans,difference winrate home-away 2 ans,winrate_home 3 ans,winrate_away 3 ans,difference winrate home-away 3 ans,evolution difference winrate home-away entre 3 et 1 ans,winrate_confrontation_home 1 ans,winrate_confrontation_home 2 ans,winrate_confrontation_home 3 ans,pos_moy_home_1_ans,pos_moy_away_1_ans,difference classement moyen home-away 1 ans,pos_moy_home_2_ans,pos_moy_away_2_ans,difference classement moyen home-away 2 ans,pos_moy_home_3_ans,pos_moy_away_3_ans,difference classement moyen home-away 3 ans,evolution classement home 3 et 1 ans,evolution classement away 3 et 1 ans,evolution difference classement entre équipes entre 3 et 1 ans,nouveau club home 1 ans,nouveau club away 1 ans,nouveau club home 3 ans,nouveau club away 3 ans,diffbut_moy_home_1_ans,diffbut_moy_away_1_ans,difference de buts moyenne home-away 1 ans,diffbut_moy_home_2_ans,diffbut_moy_away_2_ans,difference de buts moyenne home-away 2 ans,diffbut_moy_home_3_ans,diffbut_moy_away_3_ans,difference de buts moyenne home-away 3 ans,evolution difference de buts home 3 et 1 ans,evolution difference de buts away 3 et 1 ans,evolution difference de buts entre équipes entre 3 et 1 ans,diffbut_moy_confrontation_1_ans,diffbut_moy_confrontation_2_ans,diffbut_moy_confrontation_3_ans
Toulouse Football Club,Stade de Reims,3047760,2019-02-10,2018,415,1421,15.0,10.0,0.0,3550000.0,1.2366666666666666,18550000.0,15000000.0,0.212419587951234,5.0,0.3684210526315789,0.35,0.01842105263157895,0.40789473684210525,0.35,0.05789473684210528,0.40789473684210525,0.3815789473684211,0.02631578947368418,-0.007894736842105232,0.5,0.5,0.75,15.236842105263158,20.0,-4.7631578947368425,11.960526315789474,20.0,-8.039473684210526,13.780701754385966,13.18421052631579,0.5964912280701764,1.4561403508771917,6.815789473684211,-5.359649122807019,0,1,0,0,-0.42105263157894735,0.0,-0.42105263157894735,-0.2631578947368421,0.0,-0.2631578947368421,-0.2631578947368421,-0.34210526315789475,0.07894736842105265,-0.15789473684210525,0.34210526315789475,-0.5,0.0,0.0,1.0
Angers SCO,Olympique Gymnaste Club Nice Côte d'Azur,3047761,2019-02-16,2018,1420,417,12.0,8.0,1.0,1750000.0,1.0853658536585367,22250000.0,20500000.0,0.0819171224678868,4.0,0.42105263157894735,0.5131578947368421,-0.0921052631578948,0.4276315789473684,0.625,-0.19736842105263158,0.4473684210526316,0.6140350877192983,-0.16666666666666669,0.07456140350877188,0.5,0.5,0.4166666666666667,14.026315789473685,9.789473684210526,4.236842105263159,13.671052631578947,6.0,7.671052631578947,10.912280701754385,5.973684210526316,4.938596491228069,3.1140350877192997,3.8157894736842097,-0.70175438596491,0,0,0,0,-0.2631578947368421,0.02631578947368421,-0.2894736842105263,-0.25,0.3684210526315789,-0.618421052631579,-0.14912280701754385,0.39473684210526316,-0.543859649122807,-0.11403508771929824,-0.368421052631579,0.2543859649122807,0.0,0.25,0.0
FC Girondins Bordeaux,Toulouse Football Club,3047762,2019-02-17,2018,40,415,13.0,15.0,1.0,-5050000.0,0.7629107981220657,16250000.0,21300000.0,-0.2706141639396329,-2.0,0.5131578947368421,0.3684210526315789,0.14473684210526322,0.5460526315789473,0.40789473684210525,0.1381578947368421,0.5307017543859649,0.40789473684210525,0.12280701754385964,0.021929824561403577,1.0,0.75,0.5833333333333334,9.052631578947368,15.236842105263158,-6.184210526315789,7.921052631578948,11.960526315789474,-4.0394736842105265,9.403508771929825,13.780701754385966,-4.37719298245614,-0.35087719298245723,1.4561403508771917,-1.807017543859649,0,0,0,0,0.13157894736842105,-0.42105263157894735,0.5526315789473684,0.19736842105263158,-0.2631578947368421,0.4605263157894737,0.07017543859649122,-0.2631578947368421,0.3333333333333333,0.06140350877192982,-0.15789473684210525,0.21929824561403505,1.5,0.25,-0.5
SM Caen,Racing Club de Strasbourg Alsace,3047763,2019-02-17,2018,1162,667,19.0,9.0,0.0,-8750000.0,0.7348484848484849,24250000.0,33000000.0,-0.30809094408298804,10.0,0.3684210526315789,0.3815789473684211,-0.013157894736842146,0.3618421052631579,0.3815789473684211,-0.019736842105263164,0.40789473684210525,0.3815789473684211,0.02631578947368418,-0.03947368421052633,0.75,0.75,0.75,11.026315789473685,15.157894736842104,-4.1315789473684195,12.802631578947368,15.157894736842104,-2.3552631578947363,10.473684210526315,15.157894736842104,-4.684210526315789,0.5526315789473699,0.0,0.5526315789473699,0,0,0,0,-0.6578947368421053,-0.6052631578947368,-0.052631578947368474,-0.7105263157894737,-0.6052631578947368,-0.10526315789473684,-0.5877192982456141,-0.6052631578947368,0.01754385964912275,-0.07017543859649122,0.0,-0.07017543859649122,1.0,1.0,1.0
Lille Olympique Sporting Club Lille Métropole,Montpellier Hérault Sport Club,3047764,2019-02-17,2018,1082,969,2.0,6.0,0.0,-2850000.0,0.901213171577123,26000000.0,28850000.0,-0.10401345493262658,-4.0,0.3684210526315789,0.5263157894736842,-0.15789473684210525,0.40131578947368424,0.45394736842105265,-0.05263157894736842,0.4649122807017544,0.45614035087719296,0.00877192982456143,-0.16666666666666669,0.25,0.625,0.5833333333333334,17.07894736842105,8.473684210526315,8.605263157894736,15.828947368421053,10.947368421052632,4.881578947368421,14.780701754385966,12.692982456140351,2.0877192982456148,2.2982456140350855,-4.219298245614036,6.5175438596491215,0,0,0,0,-0.6842105263157895,0.07894736842105263,-0.7631578947368421,-0.4342105263157895,-0.19736842105263158,-0.2368421052631579,-0.18421052631578946,-0.11403508771929824,-0.07017543859649122,-0.5,0.19298245614035087,-0.6929824561403509,-1.5,0.25,0.0
Olympique Lyonnais,EA Guingamp,3047765,2019-02-15,2018,1041,855,3.0,20.0,1.0,50700000.0,4.313725490196078,66000000.0,15300000.0,1.4618019136280358,-17.0,0.7162162162162162,0.4605263157894737,0.25568990042674256,0.6533333333333333,0.46710526315789475,0.18622807017543858,0.6371681415929203,0.45614035087719296,0.1810277907157274,0.07466210971101517,1.0,0.5,0.6666666666666666,3.3513513513513513,10.894736842105264,-7.543385490753913,3.76,9.157894736842104,-5.397894736842105,4.274336283185841,11.0,-6.725663716814159,-0.9229849318344896,-0.10526315789473628,-0.8177217739397538,0,0,0,0,1.054054054054054,-0.2894736842105263,1.3435277382645803,0.9066666666666666,-0.23684210526315788,1.1435087719298245,0.8141592920353983,-0.23684210526315788,1.0510013972985561,0.23989476201865567,-0.052631578947368446,0.29252634096602415,1.5,0.0,0.8333333333333334
Olympique de Marseille,Amiens SC,3047766,2019-02-16,2018,244,1416,4.0,17.0,1.0,52800000.0,3.550724637681159,73500000.0,20700000.0,1.2671517059474675,-13.0,0.7236842105263158,0.4342105263157895,0.2894736842105263,0.6578947368421053,0.4342105263157895,0.22368421052631582,0.6052631578947368,0.4342105263157895,0.17105263157894735,0.11842105263157898,1.0,1.0,1.0,3.8947368421052633,14.289473684210526,-10.394736842105262,6.25,14.289473684210526,-8.039473684210526,8.219298245614034,14.289473684210526,-6.0701754385964914,-4.3245614035087705,0.0,-4.3245614035087705,0,0,0,0,0.868421052631579,-0.13157894736842105,1.0,0.6447368421052632,-0.13157894736842105,0.7763157894736842,0.4824561403508772,-0.13157894736842105,0.6140350877192983,0.3859649122807018,0.0,0.38596491228070173,1.5,1.5,1.5
Association sportive de Monaco Football Club,Football Club de Nantes,3047767,2019-02-16,2018,162,995,16.0,14.0,1.0,29000000.0,1.9666666666666666,59000000.0,30000000.0,0.676340062243564,2.0,0.7368421052631579,0.5,0.23684210526315785,0.7960526315789473,0.4934210526315789,0.3026315789473684,0.7412280701754386,0.4868421052631579,0.25438596491228066,-0.017543859649122806,0.5,0.75,0.75,2.5,7.2631578947368425,-4.7631578947368425,2.1578947368421053,10.052631578947368,-7.894736842105263,3.0526315789473686,9.842105263157896,-6.789473684210527,-0.5526315789473686,-2.578947368421053,2.026315789473685,0,0,0,0,1.0526315789473684,-0.13157894736842105,1.1842105263157894,1.5263157894736843,-0.25,1.7763157894736843,1.0789473684210527,-0.2631578947368421,1.3421052631578947,-0.026315789473684292,0.13157894736842105,-0.1578947368421053,0.0,1.25,1.0
Nîmes Olympique,Dijon FCO,3047768,2019-02-15,2018,1160,2969,10.0,18.0,1.0,31000000.0,2.7222222222222223,49000000.0,18000000.0,1.001448540214462,-8.0,0.35,0.4605263157894737,-0.1105263157894737,0.35,0.42105263157894735,-0.07105263157894737,0.35,0.42105263157894735,-0.07105263157894737,-0.03947368421052633,0.5,0.5,0.5,20.0,13.263157894736842,6.7368421052631575,20.0,14.723684210526315,5.276315789473685,20.0,14.723684210526315,5.276315789473685,0.0,-1.4605263157894726,1.4605263157894726,1,0,1,0,0.0,-0.47368421052631576,0.47368421052631576,0.0,-0.39473684210526316,0.39473684210526316,0.0,-0.39473684210526316,0.39473684210526316,0.0,-0.0789473684210526,0.0789473684210526,0.0,0.0,0.0
Stade de Reims,Stade Rennais Football Club,3047769,2019-02-17,2018,1421,273,7.0,11.0,1.0,-37000000.0,0.23711340206185566,11500000.0,48500000.0,-1.4392167625742331,-4.0,0.35,0.5526315789473685,-0.2026315789473685,0.35,0.5263157894736842,-0.1763157894736842,0.3815789473684211,0.5219298245614035,-0.1403508771929824,-0.0622807017543861,0.5,0.5,0.25,20.0,9.473684210526315,10.526315789473685,20.0,8.881578947368421,11.118421052631579,13.18421052631579,8.149122807017545,5.035087719298245,6.815789473684211,1.3245614035087705,5.49122807017544,1,0,0,0,0.0,0.15789473684210525,-0.15789473684210525,0.0,0.0,0.0,-0.34210526315789475,-0.017543859649122806,-0.32456140350877194,0.34210526315789475,0.17543859649122806,0.16666666666666669,0.0,0.0,-1.0
AS Saint-Étienne,Paris Saint-Germain Football Club,3047770,2019-02-17,2018,618,583,5.0,1.0,-1.0,-247500000.0,0.16101694915254236,47500000.0,295000000.0,-1.8262456452992244,4.0,0.5405405405405406,0.8421052631578947,-0.3015647226173541,0.52,0.8157894736842105,-0.2957894736842105,0.5265486725663717,0.8333333333333334,-0.30678466076696165,0.005219938149607528,0.25,0.25,0.16666666666666666,9.08108108108108,1.131578947368421,7.9495021337126595,8.4,1.9473684210526316,6.4526315789473685,7.619469026548672,1.6754385964912282,5.944030430057444,1.4616120545324085,-0.5438596491228072,2.005471703655216,0,0,0,0,0.05405405405405406,2.0789473684210527,-2.0248933143669987,0.013333333333333334,1.7763157894736843,-1.7629824561403509,0.05309734513274336,1.912280701754386,-1.8591833566216425,0.000956708921310695,0.16666666666666674,-0.16570995774535624,-1.5,-2.0,-2.1666666666666665
Amiens SC,Olympique Gymnaste Club Nice Côte d'Azur,3047771,2019-02-23,2018,1416,417,17.0,10.0,1.0,-18300000.0,0.49166666666666664,17700000.0,36000000.0,-0.7099542988763266,7.0,0.4342105263157895,0.5131578947368421,-0.07894736842105265,0.4342105263157895,0.625,-0.1907894736842105,0.4342105263157895,0.6140350877192983,-0.17982456140350878,0.10087719298245612,0.5,0.5,0.5,14.289473684210526,9.789473684210526,4.5,14.289473684210526,6.0,8.289473684210526,14.289473684210526,5.973684210526316,8.315789473684209,0.0,3.8157894736842097,-3.815789473684209,0,0,0,0,-0.13157894736842105,0.02631578947368421,-0.15789473684210525,-0.13157894736842105,0.3684210526315789,-0.5,-0.13157894736842105,0.39473684210526316,-0.5263157894736842,0.0,-0.368421052631579,0.3684210526315789,1.0,1.0,1.0
Dijon FCO,AS Saint-Étienne,3047772,2019-02-22,2018,2969,618,19.0,4.0,-1.0,-17750000.0,0.601123595505618,26750000.0,44500000.0,-0.5089547158301789,15.0,0.4605263157894737,0.5405405405405406,-0.0800142247510669,0.42105263157894735,0.52,-0.09894736842105267,0.42105263157894735,0.5265486725663717,-0.10549604098742438,0.02548181623635748,0.25,0.25,0.25,13.263157894736842,9.08108108108108,4.182076813655762,14.723684210526315,8.4,6.323684210526315,14.723684210526315,7.619469026548672,7.104215183977643,-1.4605263157894726,1.4616120545324085,-2.922138370321881,0,0,0,0,-0.47368421052631576,0.05405405405405406,-0.5277382645803699,-0.39473684210526316,0.013333333333333334,-0.40807017543859647,-0.39473684210526316,0.05309734513274336,-0.4478341872380065,-0.0789473684210526,0.000956708921310695,-0.07990407734236338,-0.5,-0.5,-0.5
EA Guingamp,Angers SCO,3047773,2019-02-23,2018,855,1420,20.0,12.0,1.0,-8450000.0,0.6202247191011236,13800000.0,22250000.0,-0.4776734164490901,8.0,0.4605263157894737,0.42105263157894735,0.03947368421052633,0.46710526315789475,0.4276315789473684,0.03947368421052633,0.45614035087719296,0.4473684210526316,0.008771929824561375,0.030701754385964952,0.25,0.375,0.4166666666666667,10.894736842105264,14.026315789473685,-3.1315789473684212,9.157894736842104,13.671052631578947,-4.5131578947368425,11.0,10.912280701754385,0.08771929824561475,-0.10526315789473628,3.1140350877192997,-3.219298245614036,0,0,0,0,-0.2894736842105263,-0.2631578947368421,-0.026315789473684237,-0.23684210526315788,-0.25,0.013157894736842118,-0.23684210526315788,-0.14912280701754385,-0.08771929824561403,-0.052631578947368446,-0.11403508771929824,0.06140350877192979,-1.5,-1.25,-0.8333333333333334
Association sportive de Monaco Football Club,Olympique Lyonnais,3047774,2019-02-24,2018,162,1041,16.0,3.0,1.0,-7000000.0,0.8939393939393939,59000000.0,66000000.0,-0.11211729812070612,13.0,0.7368421052631579,0.7162162162162162,0.020625889046941626,0.7960526315789473,0.6533333333333333,0.14271929824561402,0.7412280701754386,0.6371681415929203,0.10405992858251822,-0.0834340395355766,0.5,0.5,0.4166666666666667,2.5,3.3513513513513513,-0.8513513513513513,2.1578947368421053,3.76,-1.6021052631578945,3.0526315789473686,4.274336283185841,-1.2217047042384723,-0.5526315789473686,-0.9229849318344896,0.370353352887121,0,0,0,0,1.0526315789473684,1.054054054054054,-0.0014224751066855834,1.5263157894736843,0.9066666666666666,0.6196491228070177,1.0789473684210527,0.8141592920353983,0.2647880763856544,-0.026315789473684292,0.23989476201865567,-0.26621055149233996,0.0,-0.25,-1.0
Montpellier Hérault Sport Club,Stade de Reims,3047775,2019-02-24,2018,969,1421,7.0,6.0,-1.0,31350000.0,3.09,46350000.0,15000000.0,1.128171090909654,1.0,0.5263157894736842,0.35,0.1763157894736842,0.45394736842105265,0.35,0.10394736842105268,0.45614035087719296,0.3815789473684211,0.07456140350877188,0.10175438596491232,0.5,0.5,1.0,8.473684210526315,20.0,-11.526315789473685,10.947368421052632,20.0,-9.052631578947368,12.692982456140351,13.18421052631579,-0.49122807017543835,-4.219298245614036,6.815789473684211,-11.035087719298247,0,1,0,0,0.07894736842105263,0.0,0.07894736842105263,-0.19736842105263158,0.0,-0.19736842105263158,-0.11403508771929824,-0.34210526315789475,0.2280701754385965,0.19298245614035087,0.34210526315789475,-0.14912280701754388,0.0,0.0,1.5
Football Club de Nantes,FC Girondins Bordeaux,3047776,2019-02-24,2018,995,40,14.0,13.0,1.0,16000000.0,1.6666666666666667,40000000.0,24000000.0,0.5108256237659907,1.0,0.5,0.5131578947368421,-0.013157894736842146,0.4934210526315789,0.5460526315789473,-0.05263157894736842,0.4868421052631579,0.5307017543859649,-0.04385964912280699,0.03070175438596484,0.25,0.125,0.16666666666666666,7.2631578947368425,9.052631578947368,-1.7894736842105257,10.052631578947368,7.921052631578948,2.1315789473684204,9.842105263157896,9.403508771929825,0.4385964912280702,-2.578947368421053,-0.35087719298245723,-2.228070175438596,0,0,0,0,-0.13157894736842105,0.13157894736842105,-0.2631578947368421,-0.25,0.19736842105263158,-0.4473684210526316,-0.2631578947368421,0.07017543859649122,-0.3333333333333333,0.13157894736842105,0.06140350877192982,0.07017543859649122,-0.5,-0.75,-0.8333333333333334
Paris Saint-Germain Football Club,Nîmes Olympique,3047777,2019-02-23,2018,583,1160,1.0,11.0,1.0,304500000.0,7.6923076923076925,350000000.0,45500000.0,2.0402208285265546,-10.0,0.8421052631578947,0.35,0.4921052631578947,0.8157894736842105,0.35,0.46578947368421053,0.8333333333333334,0.35,0.4833333333333334,0.00877192982456132,0.5,0.5,0.5,1.131578947368421,20.0,-18.86842105263158,1.9473684210526316,20.0,-18.05263157894737,1.6754385964912282,20.0,-18.32456140350877,-0.5438596491228072,0.0,-0.5438596491228083,0,1,0,1,2.0789473684210527,0.0,2.0789473684210527,1.7763157894736843,0.0,1.7763157894736843,1.912280701754386,0.0,1.912280701754386,0.16666666666666674,0.0,0.16666666666666674,0.0,0.0,0.0
Stade Rennais Football Club,Olympique de Marseille,3047778,2019-02-24,2018,273,244,9.0,5.0,0.0,-22500000.0,0.6938775510204082,51000000.0,73500000.0,-0.36545977349446523,4.0,0.5526315789473685,0.7236842105263158,-0.17105263157894735,0.5263157894736842,0.6578947368421053,-0.13157894736842113,0.5219298245614035,0.6052631578947368,-0.08333333333333337,-0.08771929824561397,0.5,0.5,0.5,9.473684210526315,3.8947368421052633,5.578947368421051,8.881578947368421,6.25,2.6315789473684212,8.149122807017545,8.219298245614034,-0.07017543859648967,1.3245614035087705,-4.3245614035087705,5.649122807017541,0,0,0,0,0.15789473684210525,0.868421052631579,-0.7105263157894737,0.0,0.6447368421052632,-0.6447368421052632,-0.017543859649122806,0.4824561403508772,-0.5,0.17543859649122806,0.3859649122807018,-0.21052631578947367,-0.5,-0.5,0.0
Racing Club de Strasbourg Alsace,Lille Olympique Sporting Club Lille Métropole,3047779,2019-02-22,2018,667,1082,8.0,2.0,0.0,11500000.0,1.469387755102041,36000000.0,24500000.0,0.38484582090542874,6.0,0.3815789473684211,0.3684210526315789,0.013157894736842146,0.3815789473684211,0.40131578947368424,-0.019736842105263164,0.3815789473684211,0.4649122807017544,-0.08333333333333331,0.09649122807017546,0.5,0.5,0.5,15.157894736842104,17.07894736842105,-1.921052631578947,15.157894736842104,15.828947368421053,-0.6710526315789487,15.157894736842104,14.780701754385966,0.37719298245613864,0.0,2.2982456140350855,-2.2982456140350855,0,0,0,0,-0.6052631578947368,-0.6842105263157895,0.07894736842105265,-0.6052631578947368,-0.4342105263157895,-0.17105263157894735,-0.6052631578947368,-0.18421052631578946,-0.42105263157894735,0.0,-0.5,0.5,1.0,1.0,1.0
Toulouse Football Club,SM Caen,3047780,2019-02-24,2018,415,1162,15.0,18.0,0.0,7300000.0,1.4,25550000.0,18250000.0,0.3364722366212129,-3.0,0.3684210526315789,0.3684210526315789,0.0,0.40789473684210525,0.3618421052631579,0.046052631578947345,0.40789473684210525,0.40789473684210525,0.0,0.0,0.75,0.375,0.4166666666666667,15.236842105263158,11.026315789473685,4.210526315789473,11.960526315789474,12.802631578947368,-0.8421052631578938,13.780701754385966,10.473684210526315,3.3070175438596507,1.4561403508771917,0.5526315789473699,0.9035087719298218,0,0,0,0,-0.42105263157894735,-0.6578947368421053,0.23684210526315796,-0.2631578947368421,-0.7105263157894737,0.4473684210526316,-0.2631578947368421,-0.5877192982456141,0.324561403508772,-0.15789473684210525,-0.07017543859649122,-0.08771929824561403,1.0,0.0,0.16666666666666666
Angers SCO,Association sportive de Monaco Football Club,3047781,2019-03-02,2018,1420,162,12.0,16.0,0.0,-36750000.0,0.3771186440677966,22250000.0,59000000.0,-0.9751954352934702,-4.0,0.42105263157894735,0.7368421052631579,-0.3157894736842105,0.4276315789473684,0.7960526315789473,-0.3684210526315789,0.4473684210526316,0.7412280701754386,-0.293859649122807,-0.02192982456140352,0.0,0.0,0.16666666666666666,14.026315789473685,2.5,11.526315789473685,13.671052631578947,2.1578947368421053,11.513157894736842,10.912280701754385,3.0526315789473686,7.859649122807017,3.1140350877192997,-0.5526315789473686,3.666666666666668,0,0,0,0,-0.2631578947368421,1.0526315789473684,-1.3157894736842104,-0.25,1.5263157894736843,-1.7763157894736843,-0.14912280701754385,1.0789473684210527,-1.2280701754385965,-0.11403508771929824,-0.026315789473684292,-0.08771929824561386,-2.5,-1.75,-0.8333333333333334
FC Girondins Bordeaux,Montpellier Hérault Sport Club,3047782,2019-03-05,2018,40,969,13.0,7.0,-1.0,-10100000.0,0.7772877618522602,35250000.0,45350000.0,-0.2519446473028679,6.0,0.5131578947368421,0.5263157894736842,-0.013157894736842035,0.5460526315789473,0.45394736842105265,0.09210526315789469,0.5307017543859649,0.45614035087719296,0.07456140350877194,-0.08771929824561397,0.5,0.5,0.5833333333333334,9.052631578947368,8.473684210526315,0.5789473684210531,7.921052631578948,10.947368421052632,-3.026315789473684,9.403508771929825,12.692982456140351,-3.2894736842105257,-0.35087719298245723,-4.219298245614036,3.8684210526315788,0,0,0,0,0.13157894736842105,0.07894736842105263,0.05263157894736842,0.19736842105263158,-0.19736842105263158,0.39473684210526316,0.07017543859649122,-0.11403508771929824,0.18421052631578946,0.06140350877192982,0.19298245614035087,-0.13157894736842105,0.0,0.0,0.16666666666666666
SM Caen,Paris Saint-Germain Football Club,3047783,2019-03-02,2018,1162,583,18.0,1.0,-1.0,-292750000.0,0.07063492063492063,22250000.0,315000000.0,-2.650230630213384,17.0,0.3684210526315789,0.8421052631578947,-0.47368421052631576,0.3618421052631579,0.8157894736842105,-0.4539473684210526,0.40789473684210525,0.8333333333333334,-0.4254385964912281,-0.04824561403508765,0.25,0.25,0.16666666666666666,11.026315789473685,1.131578947368421,9.894736842105264,12.802631578947368,1.9473684210526316,10.855263157894736,10.473684210526315,1.6754385964912282,8.798245614035087,0.5526315789473699,-0.5438596491228072,1.0964912280701764,0,0,0,0,-0.6578947368421053,2.0789473684210527,-2.736842105263158,-0.7105263157894737,1.7763157894736843,-2.486842105263158,-0.5877192982456141,1.912280701754386,-2.5,-0.07017543859649122,0.16666666666666674,-0.23684210526315796,-1.0,-2.0,-2.8333333333333335
EA Guingamp,Football Club de Nantes,3047784,2019-03-03,2018,855,995,20.0,14.0,0.0,-3200000.0,0.8769230769230769,22800000.0,26000000.0,-0.13133600206108698,6.0,0.4605263157894737,0.5,-0.03947368421052633,0.46710526315789475,0.4934210526315789,-0.02631578947368418,0.45614035087719296,0.4868421052631579,-0.030701754385964952,-0.008771929824561375,0.0,0.25,0.25,10.894736842105264,7.2631578947368425,3.6315789473684212,9.157894736842104,10.052631578947368,-0.8947368421052637,11.0,9.842105263157896,1.1578947368421044,-0.10526315789473628,-2.578947368421053,2.473684210526317,0,0,0,0,-0.2894736842105263,-0.13157894736842105,-0.15789473684210528,-0.23684210526315788,-0.25,0.013157894736842118,-0.23684210526315788,-0.2631578947368421,0.02631578947368421,-0.052631578947368446,0.13157894736842105,-0.1842105263157895,-2.0,-1.25,-1.0
Lille Olympique Sporting Club Lille Métropole,Dijon FCO,3047785,2019-03-03,2018,1082,2969,2.0,19.0,1.0,2750000.0,1.0990990990990992,30500000.0,27750000.0,0.09449084342092251,-17.0,0.3684210526315789,0.4605263157894737,-0.09210526315789475,0.40131578947368424,0.42105263157894735,-0.019736842105263108,0.4649122807017544,0.42105263157894735,0.04385964912280704,-0.1359649122807018,0.5,0.625,0.625,17.07894736842105,13.263157894736842,3.815789473684209,15.828947368421053,14.723684210526315,1.105263157894738,14.780701754385966,14.723684210526315,0.05701754385965074,2.2982456140350855,-1.4605263157894726,3.758771929824558,0,0,0,0,-0.6842105263157895,-0.47368421052631576,-0.21052631578947373,-0.4342105263157895,-0.39473684210526316,-0.03947368421052633,-0.18421052631578946,-0.39473684210526316,0.2105263157894737,-0.5,-0.0789473684210526,-0.42105263157894746,-1.0,-0.25,-0.25
Olympique Lyonnais,Toulouse Football Club,3047786,2019-03-03,2018,1041,415,3.0,15.0,1.0,29950000.0,2.1072088724584104,57000000.0,27050000.0,0.7453642625420597,-12.0,0.7162162162162162,0.3684210526315789,0.3477951635846373,0.6533333333333333,0.40789473684210525,0.24543859649122807,0.6371681415929203,0.40789473684210525,0.2292734047508151,0.11852175883382221,1.0,1.0,1.0,3.3513513513513513,15.236842105263158,-11.885490753911807,3.76,11.960526315789474,-8.200526315789475,4.274336283185841,13.780701754385966,-9.506365471200125,-0.9229849318344896,1.4561403508771917,-2.3791252827116818,0,0,0,0,1.054054054054054,-0.42105263157894735,1.4751066856330013,0.9066666666666666,-0.2631578947368421,1.1698245614035088,0.8141592920353983,-0.2631578947368421,1.0773171867722404,0.23989476201865567,-0.15789473684210525,0.39778949886076087,1.5,2.0,2.0
Olympique de Marseille,AS Saint-Étienne,3047787,2019-03-03,2018,244,618,4.0,5.0,1.0,14500000.0,1.3372093023255813,57500000.0,43000000.0,0.2905848321097423,-1.0,0.7236842105263158,0.5405405405405406,0.18314366998577525,0.6578947368421053,0.52,0.1378947368421053,0.6052631578947368,0.5265486725663717,0.07871448532836511,0.10442918465741013,0.75,0.75,0.75,3.8947368421052633,9.08108108108108,-5.186344238975817,6.25,8.4,-2.1500000000000004,8.219298245614034,7.619469026548672,0.599829219065362,-4.3245614035087705,1.4616120545324085,-5.786173458041179,0,0,0,0,0.868421052631579,0.05405405405405406,0.8143669985775249,0.6447368421052632,0.013333333333333334,0.6314035087719299,0.4824561403508772,0.05309734513274336,0.4293587952181338,0.3859649122807018,0.000956708921310695,0.3850082033593911,1.5,1.75,1.5
Olympique Gymnaste Club Nice Côte d'Azur,Racing Club de Strasbourg Alsace,3047788,2019-03-03,2018,417,667,8.0,10.0,1.0,3000000.0,1.0740740740740742,43500000.0,40500000.0,0.07145896398214505,-2.0,0.5131578947368421,0.3815789473684211,0.13157894736842107,0.625,0.3815789473684211,0.24342105263157893,0.6140350877192983,0.3815789473684211,0.2324561403508772,-0.10087719298245612,0.25,0.25,0.25,9.789473684210526,15.157894736842104,-5.368421052631579,6.0,15.157894736842104,-9.157894736842104,5.973684210526316,15.157894736842104,-9.184210526315788,3.8157894736842097,0.0,3.815789473684209,0,0,0,0,0.02631578947368421,-0.6052631578947368,0.631578947368421,0.3684210526315789,-0.6052631578947368,0.9736842105263157,0.39473684210526316,-0.6052631578947368,1.0,-0.368421052631579,0.0,-0.368421052631579,-0.5,-0.5,-0.5
Nîmes Olympique,Stade Rennais Football Club,3047789,2019-04-09,2018,1160,273,9.0,11.0,1.0,4650000.0,1.1107142857142858,46650000.0,42000000.0,0.10500330900998457,-2.0,0.35,0.5526315789473685,-0.2026315789473685,0.35,0.5263157894736842,-0.1763157894736842,0.35,0.5219298245614035,-0.1719298245614035,-0.030701754385965008,0.5,0.5,0.5,20.0,9.473684210526315,10.526315789473685,20.0,8.881578947368421,11.118421052631579,20.0,8.149122807017545,11.850877192982455,0.0,1.3245614035087705,-1.3245614035087705,1,0,1,0,0.0,0.15789473684210525,-0.15789473684210525,0.0,0.0,0.0,0.0,-0.017543859649122806,0.017543859649122806,0.0,0.17543859649122806,-0.17543859649122806,0.0,0.0,0.0
Stade de Reims,Amiens SC,3047790,2019-03-02,2018,1421,1416,6.0,17.0,0.0,750000.0,1.0541516245487366,14600000.0,13850000.0,0.052736296080943344,-11.0,0.35,0.4342105263157895,-0.08421052631578951,0.35,0.4342105263157895,-0.08421052631578951,0.3815789473684211,0.4342105263157895,-0.05263157894736842,-0.031578947368421095,0.5,0.5,0.5,20.0,14.289473684210526,5.710526315789474,20.0,14.289473684210526,5.710526315789474,13.18421052631579,14.289473684210526,-1.1052631578947363,6.815789473684211,0.0,6.815789473684211,1,0,0,0,0.0,-0.13157894736842105,0.13157894736842105,0.0,-0.13157894736842105,0.13157894736842105,-0.34210526315789475,-0.13157894736842105,-0.2105263157894737,0.34210526315789475,0.0,0.34210526315789475,0.0,0.0,0.0
