home_club_name,away_club_name,game_id,date,season,home_club_id,away_club_id,home_club_position,away_club_position,results,Difference value home et away,Ratio value home par away,home_team_value,away_team_value,LOG Ratio value home par away,difference classement,winrate_home 1 ans,winrate_away 1 ans,difference winrate home-away 1 ans,winrate_home 2 ans,winrate_away 2 ans,difference winrate home-away 2 ans,winrate_home 3 ans,winrate_away 3 ans,difference winrate home-away 3 ans,evolution difference winrate home-away entre 3 et 1 ans,winrate_confrontation_home 1 ans,winrate_confrontation_home 2 ans,winrate_confrontation_home 3 ans,pos_moy_home_1_ans,pos_moy_away_1_ans,difference classement moyen home-away 1 ans,pos_moy_home_2_ans,pos_moy_away_2_ans,difference classement moyen home-away 2 ans,pos_moy_home_3_ans,pos_moy_away_3_ans,difference classement moyen home-away 3 ans,evolution classement home 3 et 1 ans,evolution classement away 3 et 1 ans,evolution difference classement entre équipes entre 3 et 1 ans,nouveau club home 1 ans,nouveau club away 1 ans,nouveau club home 3 ans,nouveau club away 3 ans,diffbut_moy_home_1_ans,diffbut_moy_away_1_ans,difference de buts moyenne home-away 1 ans,diffbut_moy_home_2_ans,diffbut_moy_away_2_ans,difference de buts moyenne home-away 2 ans,diffbut_moy_home_3_ans,diffbut_moy_away_3_ans,difference de buts moyenne home-away 3 ans,evolution difference de buts home 3 et 1 ans,evolution difference de buts away 3 et 1 ans,evolution difference de buts entre équipes entre 3 et 1 ans,diffbut_moy_confrontation_1_ans,diffbut_moy_confrontation_2_ans,diffbut_moy_confrontation_3_ans
Lille Olympique Sporting Club Lille Métropole,FC Girondins Bordeaux,2482425,2015-04-19,2014,1082,40,8.0,6.0,1.0,10500000.0,1.7241379310344827,25000000.0,14500000.0,0.5447271754416719,2.0,0.6710526315789473,0.5263157894736842,0.14473684210526316,0.6381578947368421,0.5394736842105263,0.09868421052631582,0.6381578947368421,0.5394736842105263,0.09868421052631582,0.046052631578947345,0.5,0.625,0.625,3.763157894736842,9.894736842105264,-6.131578947368421,6.0,8.263157894736842,-2.2631578947368425,6.0,8.263157894736842,-2.2631578947368425,-2.236842105263158,1.6315789473684212,-3.8684210526315788,0,0,0,0,0.5263157894736842,0.15789473684210525,0.3684210526315789,0.5131578947368421,0.15789473684210525,0.3552631578947369,0.5131578947368421,0.15789473684210525,0.3552631578947369,0.013157894736842035,0.0,0.013157894736842035,0.0,0.25,0.25
Montpellier Hérault Sport Club,SM Caen,2482426,2015-04-19,2014,969,1162,7.0,13.0,1.0,11550000.0,2.5,19250000.0,7700000.0,0.9162907318741551,-6.0,0.4473684210526316,0.35,0.0973684210526316,0.46710526315789475,0.35,0.11710526315789477,0.46710526315789475,0.35,0.11710526315789477,-0.019736842105263164,0.5,0.5,0.5,14.078947368421053,20.0,-5.921052631578947,12.394736842105264,20.0,-7.605263157894736,12.394736842105264,20.0,-7.605263157894736,1.6842105263157894,0.0,1.6842105263157894,0,1,0,1,-0.21052631578947367,0.0,-0.21052631578947367,-0.06578947368421052,0.0,-0.06578947368421052,-0.06578947368421052,0.0,-0.06578947368421052,-0.14473684210526316,0.0,-0.14473684210526316,0.0,0.0,0.0
EA Guingamp,Thonon Évian Grand Genève FC,2482427,2015-04-18,2014,855,14171,12.0,17.0,0.0,4150000.0,1.5389610389610389,11850000.0,7700000.0,0.431107538721502,-5.0,0.40789473684210525,0.4342105263157895,-0.026315789473684237,0.40789473684210525,0.4144736842105263,-0.006578947368421073,0.40789473684210525,0.4144736842105263,-0.006578947368421073,-0.019736842105263164,0.5,0.5,0.5,13.736842105263158,15.631578947368421,-1.8947368421052637,13.736842105263158,16.17105263157895,-2.434210526315791,13.736842105263158,16.17105263157895,-2.434210526315791,0.0,-0.5394736842105274,0.5394736842105274,0,0,0,0,-0.21052631578947367,-0.3157894736842105,0.10526315789473684,-0.21052631578947367,-0.25,0.03947368421052633,-0.21052631578947367,-0.25,0.03947368421052633,0.0,-0.06578947368421051,0.06578947368421051,0.0,0.0,0.0
Football Club de Metz,Racing Club de Lens,2482428,2015-04-18,2014,347,826,19.0,20.0,1.0,-2700000.0,0.7172774869109948,6850000.0,9550000.0,-0.3322925022185049,-1.0,0.35,0.35,0.0,0.35,0.35,0.0,0.35,0.35,0.0,0.0,0.5,0.5,0.5,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Football Club de Nantes,Olympique de Marseille,2482429,2015-04-17,2014,995,244,10.0,4.0,1.0,-22000000.0,0.5056179775280899,22500000.0,44500000.0,-0.68197387996182,6.0,0.4605263157894737,0.5789473684210527,-0.11842105263157898,0.4605263157894737,0.618421052631579,-0.1578947368421053,0.4605263157894737,0.618421052631579,-0.1578947368421053,0.03947368421052633,0.75,0.75,0.75,11.81578947368421,4.7105263157894735,7.105263157894737,11.81578947368421,3.5789473684210527,8.236842105263158,11.81578947368421,3.5789473684210527,8.236842105263158,0.0,1.1315789473684208,-1.1315789473684204,0,0,0,0,-0.13157894736842105,0.34210526315789475,-0.4736842105263158,-0.13157894736842105,0.25,-0.381578947368421,-0.13157894736842105,0.25,-0.381578947368421,0.0,0.09210526315789475,-0.0921052631578948,0.5,0.5,0.5
Olympique Gymnaste Club Nice Côte d'Azur,Paris Saint-Germain Football Club,2482430,2015-04-18,2014,417,583,11.0,1.0,-1.0,-40200000.0,0.34098360655737703,20800000.0,61000000.0,-1.075920877466039,10.0,0.39473684210526316,0.8157894736842105,-0.42105263157894735,0.5,0.7894736842105263,-0.2894736842105263,0.5,0.7894736842105263,-0.2894736842105263,-0.13157894736842102,0.0,0.25,0.25,12.289473684210526,1.9736842105263157,10.31578947368421,10.5,2.1973684210526314,8.302631578947368,10.5,2.1973684210526314,8.302631578947368,1.7894736842105257,-0.2236842105263157,2.0131578947368425,0,0,0,0,-0.3684210526315789,1.605263157894737,-1.973684210526316,-0.039473684210526314,1.4078947368421053,-1.4473684210526316,-0.039473684210526314,1.4078947368421053,-1.4473684210526316,-0.3289473684210526,0.19736842105263164,-0.5263157894736843,-1.5,-1.25,-1.25
SC Bastia,Stade de Reims,2482431,2015-04-18,2014,595,1421,16.0,14.0,-1.0,-5300000.0,0.6088560885608856,8250000.0,13550000.0,-0.49617334697912036,2.0,0.4605263157894737,0.47368421052631576,-0.01315789473684209,0.45394736842105265,0.45394736842105265,0.0,0.45394736842105265,0.45394736842105265,0.0,-0.01315789473684209,0.5,0.75,0.75,8.210526315789474,8.473684210526315,-0.2631578947368407,10.355263157894736,11.197368421052632,-0.8421052631578956,10.355263157894736,11.197368421052632,-0.8421052631578956,-2.144736842105262,-2.723684210526317,0.5789473684210549,0,0,0,0,-0.3684210526315789,-0.21052631578947367,-0.15789473684210525,-0.39473684210526316,-0.2236842105263158,-0.17105263157894737,-0.39473684210526316,-0.2236842105263158,-0.17105263157894737,0.026315789473684237,0.013157894736842118,0.013157894736842118,0.0,0.5,0.5
Association sportive de Monaco Football Club,Stade Rennais Football Club,2482432,2015-04-18,2014,162,273,3.0,9.0,0.0,-3750000.0,0.6590909090909091,7250000.0,11000000.0,-0.41689380393178715,-6.0,0.75,0.4605263157894737,0.2894736842105263,0.75,0.4473684210526316,0.3026315789473684,0.75,0.4473684210526316,0.3026315789473684,-0.01315789473684209,1.0,1.0,1.0,2.026315789473684,11.657894736842104,-9.631578947368421,2.026315789473684,10.75,-8.723684210526315,2.026315789473684,10.75,-8.723684210526315,0.0,0.9078947368421044,-0.9078947368421062,0,0,0,0,0.8421052631578947,0.05263157894736842,0.7894736842105263,0.8421052631578947,-0.11842105263157894,0.9605263157894737,0.8421052631578947,-0.11842105263157894,0.9605263157894737,0.0,0.17105263157894735,-0.17105263157894735,1.5,1.5,1.5
Olympique Lyonnais,AS Saint-Étienne,2482433,2015-04-19,2014,1041,618,2.0,5.0,0.0,31000000.0,1.8157894736842106,69000000.0,38000000.0,0.5965203448708737,-3.0,0.5789473684210527,0.6447368421052632,-0.06578947368421051,0.6052631578947368,0.631578947368421,-0.02631578947368418,0.6052631578947368,0.631578947368421,-0.02631578947368418,-0.03947368421052633,0.5,0.625,0.625,7.421052631578948,4.7894736842105265,2.6315789473684212,4.802631578947368,5.631578947368421,-0.8289473684210531,4.802631578947368,5.631578947368421,-0.8289473684210531,2.6184210526315796,-0.8421052631578947,3.4605263157894743,0,0,0,0,0.3157894736842105,0.5789473684210527,-0.26315789473684215,0.4605263157894737,0.6578947368421053,-0.19736842105263164,0.4605263157894737,0.6578947368421053,-0.19736842105263164,-0.14473684210526316,-0.07894736842105265,-0.06578947368421051,0.0,0.25,0.25
Football Club Lorient-Bretagne Sud,Toulouse Football Club,2482434,2015-04-18,2014,1158,415,18.0,15.0,-1.0,-2500000.0,0.8275862068965517,12000000.0,14500000.0,-0.18924199963852842,3.0,0.47368421052631576,0.4868421052631579,-0.013157894736842146,0.4934210526315789,0.4934210526315789,0.0,0.4934210526315789,0.4934210526315789,0.0,-0.013157894736842146,0.0,0.5,0.5,12.526315789473685,12.078947368421053,0.44736842105263186,9.986842105263158,10.631578947368421,-0.6447368421052637,9.986842105263158,10.631578947368421,-0.6447368421052637,2.5394736842105274,1.4473684210526319,1.0921052631578956,0,0,0,0,-0.13157894736842105,-0.18421052631578946,0.05263157894736842,-0.07894736842105263,-0.06578947368421052,-0.013157894736842105,-0.07894736842105263,-0.06578947368421052,-0.013157894736842105,-0.05263157894736842,-0.11842105263157894,0.06578947368421052,-1.5,-0.25,-0.25
Thonon Évian Grand Genève FC,SC Bastia,2482435,2015-04-25,2014,14171,595,18.0,13.0,-1.0,700000.0,1.112,6950000.0,6250000.0,0.10616019582839073,5.0,0.4342105263157895,0.4605263157894737,-0.02631578947368418,0.4144736842105263,0.45394736842105265,-0.03947368421052633,0.4144736842105263,0.45394736842105265,-0.03947368421052633,0.013157894736842146,0.5,0.625,0.625,15.631578947368421,8.210526315789474,7.421052631578947,16.17105263157895,10.355263157894736,5.815789473684212,16.17105263157895,10.355263157894736,5.815789473684212,-0.5394736842105274,-2.144736842105262,1.6052631578947345,0,0,0,0,-0.3157894736842105,-0.3684210526315789,0.05263157894736842,-0.25,-0.39473684210526316,0.14473684210526316,-0.25,-0.39473684210526316,0.14473684210526316,-0.06578947368421051,0.026315789473684237,-0.09210526315789475,-0.5,0.5,0.5
SM Caen,EA Guingamp,2482436,2015-04-25,2014,1162,855,15.0,11.0,-1.0,-6850000.0,0.5226480836236934,7500000.0,14350000.0,-0.6488469216633653,4.0,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.40789473684210525,-0.05789473684210528,0.0,0.5,0.5,0.5,20.0,13.736842105263158,6.2631578947368425,20.0,13.736842105263158,6.2631578947368425,20.0,13.736842105263158,6.2631578947368425,0.0,0.0,0.0,1,0,1,0,0.0,-0.21052631578947367,0.21052631578947367,0.0,-0.21052631578947367,0.21052631578947367,0.0,-0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0
Paris Saint-Germain Football Club,Lille Olympique Sporting Club Lille Métropole,2482437,2015-04-25,2014,583,1082,1.0,8.0,1.0,53000000.0,3.12,78000000.0,25000000.0,1.1378330018213911,-7.0,0.8157894736842105,0.6710526315789473,0.14473684210526316,0.7894736842105263,0.6381578947368421,0.15131578947368418,0.7894736842105263,0.6381578947368421,0.15131578947368418,-0.006578947368421018,0.75,0.875,0.875,1.9736842105263157,3.763157894736842,-1.7894736842105263,2.1973684210526314,6.0,-3.8026315789473686,2.1973684210526314,6.0,-3.8026315789473686,-0.2236842105263157,-2.236842105263158,2.0131578947368425,0,0,0,0,1.605263157894737,0.5263157894736842,1.0789473684210527,1.4078947368421053,0.5131578947368421,0.8947368421052632,1.4078947368421053,0.5131578947368421,0.8947368421052632,0.19736842105263164,0.013157894736842035,0.1842105263157895,1.0,1.0,1.0
Olympique de Marseille,Football Club Lorient-Bretagne Sud,2482438,2015-04-24,2014,244,1158,5.0,16.0,-1.0,44000000.0,4.826086956521739,55500000.0,11500000.0,1.5740359853831845,-11.0,0.5789473684210527,0.47368421052631576,0.10526315789473689,0.618421052631579,0.4934210526315789,0.12500000000000006,0.618421052631579,0.4934210526315789,0.12500000000000006,-0.019736842105263164,1.0,0.75,0.75,4.7105263157894735,12.526315789473685,-7.8157894736842115,3.5789473684210527,9.986842105263158,-6.407894736842104,3.5789473684210527,9.986842105263158,-6.407894736842104,1.1315789473684208,2.5394736842105274,-1.407894736842107,0,0,0,0,0.34210526315789475,-0.13157894736842105,0.4736842105263158,0.25,-0.07894736842105263,0.32894736842105265,0.25,-0.07894736842105263,0.32894736842105265,0.09210526315789475,-0.05263157894736842,0.14473684210526316,1.5,0.25,0.25
Stade de Reims,Olympique Lyonnais,2482439,2015-04-26,2014,1421,1041,17.0,2.0,-1.0,-50700000.0,0.19523809523809524,12300000.0,63000000.0,-1.633535464013161,15.0,0.47368421052631576,0.5789473684210527,-0.10526315789473689,0.45394736842105265,0.6052631578947368,-0.15131578947368418,0.45394736842105265,0.6052631578947368,-0.15131578947368418,0.04605263157894729,0.5,0.5,0.5,8.473684210526315,7.421052631578948,1.0526315789473673,11.197368421052632,4.802631578947368,6.394736842105264,11.197368421052632,4.802631578947368,6.394736842105264,-2.723684210526317,2.6184210526315796,-5.3421052631578965,0,0,0,0,-0.21052631578947367,0.3157894736842105,-0.5263157894736842,-0.2236842105263158,0.4605263157894737,-0.6842105263157895,-0.2236842105263158,0.4605263157894737,-0.6842105263157895,0.013157894736842118,-0.14473684210526316,0.1578947368421053,-0.5,-0.75,-0.75
FC Girondins Bordeaux,Football Club de Metz,2482440,2015-04-25,2014,40,347,6.0,19.0,0.0,6900000.0,1.8518518518518519,15000000.0,8100000.0,0.616186139423817,-13.0,0.5263157894736842,0.35,0.1763157894736842,0.5394736842105263,0.35,0.18947368421052635,0.5394736842105263,0.35,0.18947368421052635,-0.013157894736842146,0.5,0.5,0.5,9.894736842105264,20.0,-10.105263157894736,8.263157894736842,20.0,-11.736842105263158,8.263157894736842,20.0,-11.736842105263158,1.6315789473684212,0.0,1.6315789473684212,0,1,0,1,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0
Racing Club de Lens,Association sportive de Monaco Football Club,2482441,2015-04-26,2014,826,162,20.0,3.0,-1.0,-18450000.0,0.37457627118644066,11050000.0,29500000.0,-0.9819598353820124,17.0,0.35,0.75,-0.4,0.35,0.75,-0.4,0.35,0.75,-0.4,0.0,0.5,0.5,0.5,20.0,2.026315789473684,17.973684210526315,20.0,2.026315789473684,17.973684210526315,20.0,2.026315789473684,17.973684210526315,0.0,0.0,0.0,1,0,1,0,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0
AS Saint-Étienne,Montpellier Hérault Sport Club,2482442,2015-04-26,2014,618,969,4.0,7.0,1.0,19250000.0,2.1492537313432836,36000000.0,16750000.0,0.7651206801850345,-3.0,0.6447368421052632,0.4473684210526316,0.19736842105263158,0.631578947368421,0.46710526315789475,0.16447368421052627,0.631578947368421,0.46710526315789475,0.16447368421052627,0.03289473684210531,1.0,0.875,0.875,4.7894736842105265,14.078947368421053,-9.289473684210527,5.631578947368421,12.394736842105264,-6.7631578947368425,5.631578947368421,12.394736842105264,-6.7631578947368425,-0.8421052631578947,1.6842105263157894,-2.526315789473685,0,0,0,0,0.5789473684210527,-0.21052631578947367,0.7894736842105263,0.6578947368421053,-0.06578947368421052,0.7236842105263158,0.6578947368421053,-0.06578947368421052,0.7236842105263158,-0.07894736842105265,-0.14473684210526316,0.06578947368421051,1.5,1.5,1.5
Toulouse Football Club,Football Club de Nantes,2482443,2015-04-25,2014,415,995,14.0,10.0,0.0,-17750000.0,0.2111111111111111,4750000.0,22500000.0,-1.5553706911638245,4.0,0.4868421052631579,0.4605263157894737,0.026315789473684237,0.4934210526315789,0.4605263157894737,0.032894736842105254,0.4934210526315789,0.4605263157894737,0.032894736842105254,-0.006578947368421018,0.75,0.75,0.75,12.078947368421053,11.81578947368421,0.2631578947368425,10.631578947368421,11.81578947368421,-1.1842105263157894,10.631578947368421,11.81578947368421,-1.1842105263157894,1.4473684210526319,0.0,1.4473684210526319,0,0,0,0,-0.18421052631578946,-0.13157894736842105,-0.05263157894736842,-0.06578947368421052,-0.13157894736842105,0.06578947368421052,-0.06578947368421052,-0.13157894736842105,0.06578947368421052,-0.11842105263157894,0.0,-0.11842105263157894,0.5,0.5,0.5
Stade Rennais Football Club,Olympique Gymnaste Club Nice Côte d'Azur,2482444,2015-04-25,2014,273,417,9.0,12.0,1.0,-11050000.0,0.49311926605504586,10750000.0,21800000.0,-0.7070042152213716,-3.0,0.4605263157894737,0.39473684210526316,0.06578947368421051,0.4473684210526316,0.5,-0.05263157894736842,0.4473684210526316,0.5,-0.05263157894736842,0.11842105263157893,0.25,0.125,0.125,11.657894736842104,12.289473684210526,-0.6315789473684212,10.75,10.5,0.25,10.75,10.5,0.25,0.9078947368421044,1.7894736842105257,-0.8815789473684212,0,0,0,0,0.05263157894736842,-0.3684210526315789,0.42105263157894735,-0.11842105263157894,-0.039473684210526314,-0.07894736842105263,-0.11842105263157894,-0.039473684210526314,-0.07894736842105263,0.17105263157894735,-0.3289473684210526,0.5,-0.5,-1.25,-1.25
Football Club Lorient-Bretagne Sud,FC Girondins Bordeaux,2482445,2015-05-02,2014,1158,40,15.0,6.0,0.0,-8000000.0,0.5897435897435898,11500000.0,19500000.0,-0.5280674302004967,9.0,0.47368421052631576,0.5263157894736842,-0.05263157894736842,0.4934210526315789,0.5394736842105263,-0.0460526315789474,0.4934210526315789,0.5394736842105263,-0.0460526315789474,-0.006578947368421018,0.25,0.25,0.25,12.526315789473685,9.894736842105264,2.6315789473684212,9.986842105263158,8.263157894736842,1.723684210526315,9.986842105263158,8.263157894736842,1.723684210526315,2.5394736842105274,1.6315789473684212,0.9078947368421062,0,0,0,0,-0.13157894736842105,0.15789473684210525,-0.2894736842105263,-0.07894736842105263,0.15789473684210525,-0.23684210526315788,-0.07894736842105263,0.15789473684210525,-0.23684210526315788,-0.05263157894736842,0.0,-0.052631578947368446,-0.5,-1.25,-1.25
Olympique Gymnaste Club Nice Côte d'Azur,SM Caen,2482446,2015-05-02,2014,417,1162,13.0,14.0,0.0,19250000.0,3.081081081081081,28500000.0,9250000.0,1.125280535750271,-1.0,0.39473684210526316,0.35,0.044736842105263186,0.5,0.35,0.15000000000000002,0.5,0.35,0.15000000000000002,-0.10526315789473684,0.5,0.5,0.5,12.289473684210526,20.0,-7.710526315789474,10.5,20.0,-9.5,10.5,20.0,-9.5,1.7894736842105257,0.0,1.7894736842105257,0,1,0,1,-0.3684210526315789,0.0,-0.3684210526315789,-0.039473684210526314,0.0,-0.039473684210526314,-0.039473684210526314,0.0,-0.039473684210526314,-0.3289473684210526,0.0,-0.3289473684210526,0.0,0.0,0.0
Olympique Lyonnais,Thonon Évian Grand Genève FC,2482447,2015-05-02,2014,1041,14171,2.0,18.0,1.0,57750000.0,12.0,63000000.0,5250000.0,2.4849066497880004,-16.0,0.5789473684210527,0.4342105263157895,0.14473684210526316,0.6052631578947368,0.4144736842105263,0.1907894736842105,0.6052631578947368,0.4144736842105263,0.1907894736842105,-0.046052631578947345,0.5,0.5,0.5,7.421052631578948,15.631578947368421,-8.210526315789473,4.802631578947368,16.17105263157895,-11.36842105263158,4.802631578947368,16.17105263157895,-11.36842105263158,2.6184210526315796,-0.5394736842105274,3.157894736842108,0,0,0,0,0.3157894736842105,-0.3157894736842105,0.631578947368421,0.4605263157894737,-0.25,0.7105263157894737,0.4605263157894737,-0.25,0.7105263157894737,-0.14473684210526316,-0.06578947368421051,-0.07894736842105265,1.0,0.5,0.5
Lille Olympique Sporting Club Lille Métropole,Racing Club de Lens,2482448,2015-05-03,2014,1082,826,8.0,20.0,1.0,500000.0,1.0476190476190477,11000000.0,10500000.0,0.04652001563489291,-12.0,0.6710526315789473,0.35,0.32105263157894737,0.6381578947368421,0.35,0.28815789473684217,0.6381578947368421,0.35,0.28815789473684217,0.0328947368421052,0.5,0.5,0.5,3.763157894736842,20.0,-16.236842105263158,6.0,20.0,-14.0,6.0,20.0,-14.0,-2.236842105263158,0.0,-2.2368421052631575,0,1,0,1,0.5263157894736842,0.0,0.5263157894736842,0.5131578947368421,0.0,0.5131578947368421,0.5131578947368421,0.0,0.5131578947368421,0.013157894736842035,0.0,0.013157894736842035,0.0,0.0,0.0
Football Club de Metz,Olympique de Marseille,2482449,2015-05-01,2014,347,244,19.0,4.0,-1.0,-52150000.0,0.13801652892561983,8350000.0,60500000.0,-1.9803818261740318,15.0,0.35,0.5789473684210527,-0.22894736842105268,0.35,0.618421052631579,-0.268421052631579,0.35,0.618421052631579,-0.268421052631579,0.03947368421052633,0.5,0.5,0.5,20.0,4.7105263157894735,15.289473684210527,20.0,3.5789473684210527,16.42105263157895,20.0,3.5789473684210527,16.42105263157895,0.0,1.1315789473684208,-1.1315789473684212,1,0,1,0,0.0,0.34210526315789475,-0.34210526315789475,0.0,0.25,-0.25,0.0,0.25,-0.25,0.0,0.09210526315789475,-0.09210526315789475,0.0,0.0,0.0
Football Club de Nantes,Paris Saint-Germain Football Club,2482450,2015-05-03,2014,995,583,11.0,1.0,-1.0,-40000000.0,0.36,22500000.0,62500000.0,-1.0216512475319814,10.0,0.4605263157894737,0.8157894736842105,-0.35526315789473684,0.4605263157894737,0.7894736842105263,-0.32894736842105265,0.4605263157894737,0.7894736842105263,-0.32894736842105265,-0.02631578947368418,0.0,0.0,0.0,11.81578947368421,1.9736842105263157,9.842105263157896,11.81578947368421,2.1973684210526314,9.618421052631579,11.81578947368421,2.1973684210526314,9.618421052631579,0.0,-0.2236842105263157,0.22368421052631682,0,0,0,0,-0.13157894736842105,1.605263157894737,-1.736842105263158,-0.13157894736842105,1.4078947368421053,-1.5394736842105263,-0.13157894736842105,1.4078947368421053,-1.5394736842105263,0.0,0.19736842105263164,-0.19736842105263164,-3.0,-3.0,-3.0
EA Guingamp,Stade de Reims,2482451,2015-05-02,2014,855,1421,10.0,17.0,1.0,1600000.0,1.1254901960784314,14350000.0,12750000.0,0.11821867060119497,-7.0,0.40789473684210525,0.47368421052631576,-0.06578947368421051,0.40789473684210525,0.45394736842105265,-0.0460526315789474,0.40789473684210525,0.45394736842105265,-0.0460526315789474,-0.019736842105263108,0.25,0.25,0.25,13.736842105263158,8.473684210526315,5.2631578947368425,13.736842105263158,11.197368421052632,2.5394736842105257,13.736842105263158,11.197368421052632,2.5394736842105257,0.0,-2.723684210526317,2.723684210526317,0,0,0,0,-0.21052631578947367,-0.21052631578947367,0.0,-0.21052631578947367,-0.2236842105263158,0.013157894736842118,-0.21052631578947367,-0.2236842105263158,0.013157894736842118,0.0,0.013157894736842118,-0.013157894736842118,-0.5,-0.5,-0.5
